Name,Gender,Location,Birthdate,Blood Group,Phone,Department,Enrolled Year,Completed Credits,Current CGPA
Lee Dennis,Female,Khilkhet,"Fri, Jan 19, 2001",AB+,+880198185017,Pharma,2015,126,3.44
Aaron Watkins,Female,Badda,"Thu, Apr 11, 2002",B+,+880153743069,Law,2018,78,2.14
Paul Sheppard,Female,Kamrangirchar,"Thu, Oct 07, 1999",O+,+880176967163,MNS,2015,123,1.94
Rachel Reynolds,Female,Demra,"Tue, Apr 08, 2003",O-,+880144809030,ENH,2023,15,3.58
Paula Walker,Female,Ramna,"Sat, Dec 14, 2002",B+,+880162280959,Law,2017,132,2.38
James Mcdonald,Female,Badda,"Mon, Aug 30, 1999",O+,+880185587416,MNS,2020,90,1.83
Christopher Brown,Female,Badda,"Sat, Aug 24, 2002",A-,+880135135770,Law,2016,136,3.06
Tracy Collins,Female,Badda,"Mon, Jul 16, 2001",A+,+880197543895,Pharma,2020,72,2.70
Jaime Tate,Male,Abdullahpur,"Wed, Feb 17, 1999",B-,+880194626583,CSE,2022,33,3.09
Angela Barber,Female,Hazaribagh,"Tue, Aug 14, 2001",A-,+880176715344,BBS,2021,60,1.96
Chelsea Pruitt,Female,Kafrul,"Sat, May 09, 1998",AB-,+880148727954,Archi,2015,123,2.99
Amy Mccarthy,Male,Agargaon,"Fri, Dec 25, 1998",O+,+880141290588,Law,2019,69,3.47
Richard Friedman,Male,Kafrul,"Sat, Jun 29, 2002",B-,+880132604073,MNS,2021,42,3.86
Jennifer Conner,Female,Kazipara,"Sat, Apr 22, 2000",O-,+880188250384,Law,2020,87,3.46
Kevin Brown,Female,Vatara,"Sun, Sep 06, 1998",O+,+880139151731,MNS,2023,6,1.69
Susan Thomas,Male,Dakshinkhan,"Fri, Sep 28, 2001",A-,+880183589266,CSE,2017,136,2.66
Ellen Maynard,Female,Badda,"Thu, May 25, 2000",O+,+880153260291,MNS,2015,126,2.82
Christopher Reid,Female,Bashundhara,"Fri, Nov 08, 2002",O-,+880163412069,Archi,2016,132,2.20
Tracey Thomas,Male,Shyampur,"Sun, Feb 17, 2002",AB-,+880155861819,MNS,2018,108,2.33
Megan Davis,Male,Jurain,"Thu, Oct 31, 2002",AB-,+880155832903,Pharma,2023,21,3.58
Kenneth Moore,Female,Bashundhara,"Mon, May 21, 2001",O-,+880152394507,CSE,2016,123,2.60
Daniel Carter,Male,Kamalapur,"Thu, Nov 07, 2002",A+,+880149047444,Pharma,2018,114,2.39
Kelly Robinson,Male,Vatara,"Mon, May 17, 1999",O-,+880135973980,Pharma,2016,129,3.63
Stephanie Carter,Female,Mohammadpur,"Mon, Apr 30, 2001",B-,+880181091130,Archi,2020,90,3.57
Nathaniel Russell,Female,Baridhara,"Sat, Mar 10, 2001",B+,+880190598339,CSE,2023,18,3.98
Debbie Williams,Male,Rampura,"Sun, Nov 26, 2000",O+,+880173126505,Archi,2015,129,1.82
Carol Alvarez,Female,Hazaribagh,"Sun, Oct 21, 2001",O+,+880161561459,EEE,2020,72,3.17
Todd Cain,Female,Uttara,"Thu, Jun 07, 2001",AB-,+880186345359,CSE,2019,96,1.80
Monica Lopez,Female,Abdullahpur,"Sat, May 06, 2000",O+,+880160616707,Archi,2023,6,2.47
Kevin Smith,Female,Demra,"Sun, Oct 24, 1999",O+,+880187655243,ESS,2022,57,3.61
Alyssa Cooke,Female,Khilkhet,"Tue, Mar 02, 1999",AB+,+880177276606,ENH,2018,63,2.74
Joseph Lawrence,Male,Wari,"Fri, Dec 01, 2000",AB-,+880136353569,Pharma,2016,129,2.02
Casey Osborne,Male,Khilgaon,"Mon, Apr 02, 2001",AB-,+880161156041,Archi,2015,126,3.43
Desiree Patterson,Male,Uttara,"Mon, Dec 06, 1999",AB-,+880140080846,ESS,2022,36,2.36
Tiffany Roach,Male,Tejgaon,"Tue, Feb 18, 2003",AB+,+880184471224,Law,2021,24,3.84
Gary Lawrence,Female,Beraid,"Sun, Apr 01, 2001",A-,+880172358985,BBS,2017,126,1.58
Tonya Kaiser,Female,Gulshan,"Tue, Jul 25, 2000",B+,+880187657676,Law,2018,90,2.25
Brooke Stevenson,Male,Agargaon,"Mon, Aug 16, 1999",A+,+880158466107,Archi,2023,12,2.39
Adrian Fuentes,Female,Kafrul,"Mon, Mar 31, 2003",B+,+880137157761,EEE,2018,114,1.66
Jonathan Kim,Male,Kamrangirchar,"Wed, Oct 17, 2001",A-,+880197182343,Pharma,2022,30,1.82
Kyle Baker,Female,Banani,"Wed, Jan 17, 2001",O-,+880180924122,BBS,2016,132,2.52
Adrian Adams,Female,Mohammadpur,"Thu, Jun 10, 1999",B+,+880190588064,CSE,2018,102,3.41
Phillip Weber,Male,Khilkhet,"Fri, Dec 18, 1998",A+,+880162707044,ESS,2018,93,3.98
James Turner,Female,Mohammadpur,"Thu, Jan 04, 2001",AB+,+880154559241,CSE,2017,136,3.36
Joe Villa,Female,Uttarkhan,"Thu, Jan 09, 2003",A-,+880156358937,MNS,2017,129,3.44
Michael Soto,Male,Khilgaon,"Tue, Mar 05, 2002",B+,+880160168122,Law,2016,126,3.25
Joshua Morgan,Female,Rampura,"Mon, Jan 21, 2002",AB-,+880153023507,Pharma,2019,63,2.58
Todd Shah,Male,Gabtali,"Thu, Aug 24, 2000",A-,+880138005658,CSE,2019,111,4.00
Craig Love,Male,Motijheel,"Sun, Jun 30, 2002",AB-,+880192398606,ENH,2019,114,3.90
Susan Brown,Male,Shahbagh,"Fri, Jun 09, 2000",O+,+880138819326,ENH,2021,57,1.76
Natalie Evans,Female,Rampura,"Fri, Dec 10, 1999",B+,+880169648739,BBS,2019,87,1.80
Courtney May,Female,Lalbagh,"Mon, Feb 05, 2001",A-,+880193635670,Archi,2016,123,3.35
Seth Mora,Female,Gabtali,"Thu, Jun 25, 1998",O-,+880168797481,Pharma,2016,136,2.59
Erica Smith,Female,Uttara,"Fri, Nov 20, 1998",AB+,+880163888471,CSE,2019,99,2.49
Sonya Randall,Male,Kamrangirchar,"Sat, Feb 08, 2003",B+,+880192945760,BBS,2023,21,2.23
Michael Barnes,Male,Vatara,"Sun, Jun 20, 1999",A-,+880130687794,CSE,2021,48,3.60
Vanessa Holt,Male,Hazaribagh,"Wed, Nov 04, 1998",A+,+880185760823,BBS,2019,72,2.53
Tyrone Taylor,Female,Vatara,"Sun, Sep 06, 1998",B+,+880176805035,MNS,2017,136,3.02
Nicholas Barry,Male,Uttara,"Sat, Jul 21, 2001",B+,+880186277133,Law,2018,81,2.56
Cheryl Mcintyre,Male,Sher-e-Bangla Nagar,"Thu, Jul 09, 1998",O-,+880168471312,ENH,2018,120,1.54
Stacey Vargas,Male,Sadarghat,"Fri, Aug 11, 2000",AB-,+880161918183,EEE,2023,15,2.14
Lisa Smith,Male,Demra,"Thu, Nov 07, 2002",O+,+880131508198,BBS,2018,96,3.07
Raymond Edwards,Female,Kazipara,"Tue, Nov 20, 2001",O-,+880156100221,BBS,2022,60,3.39
Thomas Mahoney,Male,Badda,"Wed, Apr 21, 1999",O+,+880131385281,CSE,2015,126,3.48
Bradley Todd,Female,Beraid,"Sat, Sep 14, 2002",A+,+880181456655,Pharma,2019,75,1.69
Anne Fritz,Male,Badda,"Thu, Jan 28, 1999",O+,+880161812554,EEE,2019,63,2.80
William Bailey,Female,Cantonment area,"Sat, Dec 23, 2000",AB-,+880192719256,MNS,2019,87,3.71
Michelle Phillips,Female,Khilgaon,"Sat, Feb 17, 2001",O-,+880134539667,ENH,2015,136,1.92
Brett Hall,Female,Kamrangirchar,"Wed, Sep 04, 2002",A+,+880140368920,MNS,2015,129,2.93
Tyler Davis,Male,Pallabi,"Fri, Aug 20, 1999",O+,+880164512266,MNS,2016,126,3.19
James Shannon,Male,Lalbagh,"Sun, Mar 07, 1999",AB-,+880170264239,Law,2021,24,1.83
Steven Harris,Female,Bashundhara,"Sat, Feb 27, 1999",A-,+880173966267,ENH,2015,129,3.34
Monica Hodge MD,Male,Rampura,"Sat, May 30, 1998",B-,+880189811023,EEE,2018,66,2.54
Michael Daniels,Female,Kafrul,"Mon, Jul 02, 2001",B+,+880144171471,BBS,2019,69,2.63
Sandra Middleton,Male,Dhanmondi,"Wed, Oct 16, 2002",B-,+880164195778,Law,2022,39,3.40
Shannon Wheeler,Female,Gulshan,"Sun, Aug 06, 2000",A+,+880178923586,CSE,2016,123,2.77
Adam Smith,Male,Bashundhara,"Mon, Jan 10, 2000",AB+,+880145604240,MNS,2015,132,3.04
Leslie Warner,Female,Kafrul,"Sun, Dec 01, 2002",AB+,+880164687145,Archi,2019,90,2.36
Kelsey Hunter,Male,Beraid,"Sat, Aug 19, 2000",AB-,+880191899764,ENH,2017,123,3.22
Jose Harper,Male,Kafrul,"Wed, May 10, 2000",B+,+880179886949,ENH,2023,9,1.50
Justin Reid,Male,Gabtali,"Wed, Nov 08, 2000",A-,+880193466720,CSE,2018,69,3.81
Matthew Smith,Female,Kafrul,"Wed, Feb 24, 1999",B+,+880168243452,EEE,2021,24,1.63
Julia Gay,Female,Bashundhara,"Mon, Jul 01, 2002",O+,+880191217877,MNS,2023,18,1.95
David Mendoza,Female,Paltan,"Sat, Jan 18, 2003",AB-,+880180730866,BBS,2022,48,1.89
Meredith Cobb,Female,Beraid,"Sat, Dec 02, 2000",O-,+880198142660,ENH,2015,136,3.24
Sabrina Hampton,Female,Ramna,"Mon, Oct 08, 2001",B-,+880131474275,Pharma,2020,114,3.53
Katrina Martin,Male,Uttara,"Mon, Jun 12, 2000",B-,+880199663790,CSE,2021,60,3.48
Sara Curtis,Female,Abdullahpur,"Sat, Oct 02, 1999",AB-,+880189319029,Law,2017,126,3.53
Lynn Gonzalez,Female,Agargaon,"Wed, Aug 12, 1998",A-,+880158822316,Pharma,2022,57,1.87
Peter Walker,Female,Mohammadpur,"Wed, Dec 09, 1998",A-,+880162317967,ENH,2020,96,4.00
John Burns,Male,Gabtali,"Sat, May 09, 1998",AB+,+880174619155,BBS,2021,60,3.45
Stephen Davies,Male,Khilkhet,"Thu, Jul 19, 2001",AB-,+880137975819,Pharma,2022,54,1.82
Megan Hernandez,Female,Wari,"Mon, Nov 06, 2000",AB+,+880132121397,ENH,2016,132,1.56
Samuel Johnson,Male,Baridhara,"Fri, Oct 13, 2000",AB-,+880141786345,CSE,2015,126,1.96
Nicole Baker,Female,Sher-e-Bangla Nagar,"Sun, Dec 10, 2000",B+,+880161406419,CSE,2016,129,2.93
Greg Chambers,Male,Ramna,"Mon, Jul 06, 1998",B+,+880197522758,ESS,2020,69,3.05
Natalie Alexander,Female,Badda,"Thu, Jun 06, 2002",B-,+880171536582,BBS,2019,105,3.64
Thomas Castillo,Male,Sadarghat,"Tue, Jan 26, 1999",O-,+880153101838,MNS,2015,126,1.95
Sarah Williams,Female,Bashundhara,"Sun, Jan 30, 2000",B+,+880136874357,CSE,2018,108,3.07
Teresa Fowler,Male,Agargaon,"Wed, Jul 04, 2001",A+,+880189996457,BBS,2016,126,2.23
Emily Walker,Female,Nimtoli,"Sat, Nov 13, 1999",O-,+880144768784,Pharma,2023,18,3.59
Daniel Mcfarland,Male,Shyampur,"Mon, Jan 07, 2002",B-,+880191092612,MNS,2016,132,3.79
Daryl Bray,Female,Kafrul,"Tue, Sep 11, 2001",AB+,+880177735133,Archi,2015,132,2.55
Rhonda Pearson,Male,Vatara,"Thu, Aug 12, 1999",B-,+880174079750,CSE,2019,96,1.63
Whitney Drake,Female,Mirpur,"Sat, Jan 20, 2001",O-,+880198581652,Archi,2021,51,2.77
Andrew Thomas,Female,Kafrul,"Fri, Dec 15, 2000",O-,+880163355502,Law,2018,102,1.79
Zachary Robinson,Female,Wari,"Tue, Mar 18, 2003",B-,+880164798210,Law,2021,27,2.52
Jennifer Davies,Male,Lalbagh,"Thu, Mar 16, 2000",B+,+880177415242,ENH,2016,129,1.75
Charles Ibarra,Male,Kafrul,"Tue, Jul 03, 2001",A+,+880164309225,BBS,2023,21,2.23
Sarah Khan,Male,Motijheel,"Wed, Nov 18, 1998",O-,+880147153836,EEE,2021,57,1.85
Amber Davis,Male,Sadarghat,"Wed, Jan 23, 2002",A+,+880161150332,ESS,2021,51,1.70
Richard West,Female,Abdullahpur,"Fri, Apr 21, 2000",AB+,+880138971430,CSE,2022,48,3.14
Nicholas Davenport,Female,Badda,"Sat, Aug 03, 2002",O-,+880190291179,Pharma,2018,102,3.73
Michael Bennett,Male,Rampura,"Mon, May 13, 2002",B-,+880138908527,Pharma,2019,99,3.62
Riley Carpenter,Male,Pallabi,"Thu, Dec 12, 2002",O+,+880160703334,ENH,2018,63,2.38
Andrea Williams,Female,Shahbagh,"Sat, Sep 23, 2000",B-,+880146373224,MNS,2023,9,3.00
David Sims,Female,Sadarghat,"Tue, Jun 27, 2000",A+,+880151447700,Law,2021,48,3.54
Larry Lee Jr.,Male,Beraid,"Tue, Feb 04, 2003",AB-,+880165964270,CSE,2018,78,2.60
Renee Thompson,Male,Mohammadpur,"Fri, Jun 15, 2001",A+,+880196732810,EEE,2016,132,1.91
Robert Swanson,Female,Badda,"Fri, Feb 11, 2000",B-,+880196676899,CSE,2022,27,3.20
John Mann,Female,Banani,"Thu, Jul 05, 2001",AB-,+880162185445,Pharma,2017,129,2.62
Edwin Payne,Female,Uttara,"Sat, Oct 23, 1999",A+,+880199295522,ENH,2022,39,1.65
Jessica Brooks,Male,Vatara,"Fri, Oct 04, 2002",AB-,+880136322344,CSE,2018,102,2.29
Sarah Thomas,Female,Kamalapur,"Fri, Apr 02, 1999",O+,+880173321360,Archi,2015,126,3.26
William Lopez,Male,Dhanmondi,"Thu, May 16, 2002",AB+,+880188426036,ENH,2022,51,2.01
Jimmy Callahan,Female,Sher-e-Bangla Nagar,"Mon, Sep 27, 1999",O-,+880189536665,ESS,2015,132,2.77
Lori Abbott,Male,Shyampur,"Fri, May 11, 2001",B-,+880135717105,ENH,2015,136,1.78
Nancy Lewis,Male,Motijheel,"Wed, Mar 01, 2000",A-,+880194031631,MNS,2015,136,3.20
Jessica Owen,Female,Mohakhali,"Sat, Jan 05, 2002",B-,+880167221193,Pharma,2015,129,3.27
Phillip Mckee,Female,Demra,"Wed, Aug 28, 2002",A+,+880155779365,ENH,2019,75,2.42
Stephanie Lee,Male,Gabtali,"Wed, Apr 25, 2001",AB+,+880138841374,ENH,2020,93,1.95
Jennifer Thompson,Female,Kamrangirchar,"Sun, Jul 23, 2000",B+,+880148655778,BBS,2018,84,3.50
Charles Le,Female,Tejgaon,"Sat, May 23, 1998",O-,+880160123981,CSE,2019,69,1.70
Elizabeth Conner,Male,Kamrangirchar,"Thu, Mar 13, 2003",O-,+880148636784,BBS,2019,93,3.76
Ethan Armstrong,Male,Kazipara,"Wed, Jul 14, 1999",O-,+880198950022,Pharma,2022,30,2.71
Adam Young,Male,Kamrangirchar,"Sun, Oct 15, 2000",O+,+880198079888,Law,2020,96,2.15
Caitlin Mayo,Female,Khilgaon,"Tue, Jan 09, 2001",B-,+880136622343,ENH,2022,24,3.32
Haley Warren,Female,Khilgaon,"Thu, Nov 02, 2000",AB+,+880186029395,CSE,2019,96,1.76
Ashley Mckinney,Male,Tejgaon,"Wed, Jun 07, 2000",O-,+880193906938,Archi,2016,126,2.49
Sara Hopkins,Male,Sher-e-Bangla Nagar,"Fri, Apr 23, 1999",AB-,+880153651847,Pharma,2016,129,3.18
Kaitlin Allen,Male,Khilkhet,"Fri, Dec 28, 2001",O+,+880137647031,BBS,2019,69,2.49
Keith Montes,Female,Paltan,"Tue, Dec 14, 1999",A+,+880140562626,ENH,2021,24,2.84
Cathy Campbell,Female,Sher-e-Bangla Nagar,"Thu, Mar 02, 2000",O-,+880172441197,ENH,2022,45,2.99
Thomas Long,Female,Cantonment area,"Fri, Dec 27, 2002",A-,+880130522850,CSE,2018,75,1.55
Chase Jenkins,Male,Kafrul,"Tue, Nov 03, 1998",A-,+880156835788,Law,2017,136,1.81
Amy Stewart,Female,Uttarkhan,"Sun, Apr 18, 1999",B+,+880169585197,ENH,2023,6,3.62
Susan Cunningham,Male,Kafrul,"Mon, Jul 19, 1999",O+,+880180530650,MNS,2018,93,2.99
Jennifer Lee,Male,Cantonment area,"Fri, Oct 06, 2000",A+,+880192018183,ENH,2021,60,3.07
Brittany Chen,Female,Kazipara,"Fri, Jul 27, 2001",B-,+880169198005,BBS,2017,126,3.14
Michael Freeman,Female,Abdullahpur,"Fri, Oct 04, 2002",O-,+880161605786,MNS,2016,126,3.06
Edward Ball,Female,Sher-e-Bangla Nagar,"Wed, Nov 25, 1998",AB-,+880169065159,ENH,2018,99,2.13
Matthew Jones,Female,Rampura,"Fri, Dec 04, 1998",B-,+880194296387,BBS,2023,15,1.66
Michael Williams,Female,Dhanmondi,"Fri, Apr 09, 1999",B+,+880176406970,Law,2018,69,2.37
Daniel Mann,Male,Vatara,"Mon, Mar 05, 2001",A+,+880184516746,MNS,2016,123,1.66
Daniel Lewis,Male,Badda,"Fri, May 18, 2001",AB+,+880180226372,Law,2017,123,2.50
Julie Wheeler,Male,Banasree,"Thu, Dec 09, 1999",B+,+880188170327,CSE,2020,90,1.99
Thomas Mayo,Male,Kazipara,"Mon, Aug 12, 2002",O+,+880137980048,ESS,2020,93,1.85
Robin Pollard,Female,Kamrangirchar,"Sat, Jun 17, 2000",AB+,+880157057702,MNS,2023,18,3.92
Angela Carr,Male,Shyampur,"Fri, Jul 17, 1998",AB+,+880139003382,Pharma,2015,123,1.57
Beth Byrd,Male,Khilkhet,"Wed, May 13, 1998",B+,+880198588483,BBS,2019,90,3.20
James Spencer,Female,Wari,"Fri, May 28, 1999",B-,+880179011984,EEE,2017,129,2.25
Keith Coleman,Female,Demra,"Tue, Oct 22, 2002",O+,+880149189865,CSE,2015,129,3.83
Virginia Logan,Female,Sadarghat,"Sun, Jun 16, 2002",O+,+880163602810,ESS,2016,132,2.54
Shannon Williams,Female,Uttarkhan,"Mon, Jun 29, 1998",AB-,+880137918786,MNS,2021,42,3.23
Jon Calderon,Female,Banani,"Sun, Jun 21, 1998",A-,+880198131969,CSE,2019,75,2.97
Brandy Walker,Male,Mohammadpur,"Tue, Mar 19, 2002",O-,+880130900884,ESS,2016,129,2.92
Shelia Smith,Male,Vatara,"Tue, Apr 11, 2000",A+,+880168341028,BBS,2023,21,2.28
Beth Brown,Male,Badda,"Fri, Nov 17, 2000",A-,+880185967703,ESS,2015,132,3.20
David Russell,Female,Shyampur,"Wed, Oct 28, 1998",AB+,+880192560249,Pharma,2020,120,3.51
Margaret Perez,Male,Hazaribagh,"Wed, Dec 01, 1999",AB+,+880190436248,Pharma,2022,54,3.17
David Clark,Male,Demra,"Tue, Feb 23, 1999",B+,+880152011940,Archi,2017,136,2.06
Bradley Andersen,Male,Bashundhara,"Sat, Nov 13, 1999",O-,+880130089082,Pharma,2023,6,3.32
Richard Weaver,Male,Uttarkhan,"Thu, Dec 20, 2001",AB-,+880185262598,Pharma,2015,123,1.86
Mr. Todd Burke,Female,Kazipara,"Mon, Apr 15, 2002",O-,+880189583215,ENH,2019,87,2.70
Keith Hoffman,Male,Uttarkhan,"Mon, Aug 27, 2001",A+,+880135696425,CSE,2017,136,3.40
Darren Adams,Male,Hazaribagh,"Mon, Jul 19, 1999",B-,+880138974393,Pharma,2023,12,2.16
Eugene Zamora,Male,Mohammadpur,"Tue, Aug 27, 2002",A-,+880198596378,ENH,2017,126,3.30
Sarah Martinez,Female,Banani,"Sat, Sep 21, 2002",AB+,+880137714663,EEE,2021,27,2.81
Casey Crawford,Female,Kazipara,"Sat, May 06, 2000",B+,+880198325611,EEE,2017,136,2.86
Karen Mora,Female,Mohakhali,"Wed, Jun 16, 1999",O-,+880144613486,CSE,2015,136,1.96
Justin Rose,Male,Mohammadpur,"Wed, Oct 03, 2001",AB-,+880153583368,MNS,2022,42,3.52
Richard Williams,Male,Abdullahpur,"Fri, Mar 09, 2001",AB-,+880170274489,MNS,2020,120,2.22
Michael Miller,Male,Lalbagh,"Sat, Oct 03, 1998",A-,+880173518675,Law,2019,102,1.51
Steven Logan,Female,Farmgate,"Sun, Jul 02, 2000",AB+,+880195260992,EEE,2019,84,3.10
Matthew Mcclure,Male,Sher-e-Bangla Nagar,"Mon, Jan 20, 2003",B+,+880162324799,MNS,2016,136,2.67
Michael Brown,Male,Dhanmondi,"Sat, Jan 25, 2003",AB-,+880144245633,BBS,2017,132,1.81
Kenneth Clark,Female,Farmgate,"Tue, Feb 01, 2000",AB-,+880191550291,Pharma,2020,99,2.69
Thomas Ferguson,Female,Kazipara,"Sun, May 06, 2001",O+,+880165140136,ENH,2017,132,2.11
Stanley Rice,Male,Mohammadpur,"Mon, Dec 31, 2001",A+,+880155113617,Archi,2015,132,2.23
Devin Martin,Male,Shahbagh,"Mon, Aug 05, 2002",A-,+880162794805,Archi,2022,54,3.32
Phillip Green,Male,Beraid,"Sat, Nov 28, 1998",AB+,+880175879557,BBS,2016,136,3.25
Leslie Collins,Male,Lalbagh,"Sun, Aug 20, 2000",A+,+880140177496,MNS,2017,126,3.28
Glenn York,Female,Abdullahpur,"Sat, Nov 13, 1999",A-,+880130688733,EEE,2019,117,3.07
Justin Powell,Female,Tejgaon,"Sat, Oct 07, 2000",O+,+880165975122,EEE,2017,129,1.76
Julia Young,Male,Uttarkhan,"Wed, Aug 11, 1999",AB+,+880198464103,EEE,2019,78,3.81
John Hamilton,Female,Mohakhali,"Mon, Jan 08, 2001",AB-,+880148711333,ENH,2019,105,2.21
Brandon Williams,Female,Dhanmondi,"Fri, Mar 30, 2001",B+,+880165929688,ENH,2023,21,2.55
Emily Sanders,Female,Gulshan,"Wed, Nov 21, 2001",O-,+880175769221,Archi,2019,102,3.25
Thomas Allen,Male,Nimtoli,"Wed, Jun 27, 2001",B+,+880138579140,BBS,2016,126,2.59
Bradley Lynch,Male,Motijheel,"Sun, Jul 30, 2000",A-,+880144297706,CSE,2017,126,2.04
Cameron Holmes DDS,Male,Pallabi,"Tue, Feb 13, 2001",B-,+880166334738,ENH,2018,117,1.68
Rebecca Savage,Male,Kazipara,"Mon, Feb 03, 2003",AB+,+880195416443,Archi,2020,63,3.93
Mary Carter,Male,Paltan,"Sun, Jul 15, 2001",A-,+880184510357,Law,2023,18,2.18
Crystal Pena,Female,Paltan,"Wed, Aug 29, 2001",A+,+880163973214,Law,2018,117,2.59
Jason Huang,Male,Gulshan,"Fri, Apr 04, 2003",O+,+880170339742,Law,2017,132,1.70
George Johnson,Female,Pallabi,"Fri, Jun 26, 1998",AB+,+880174244410,BBS,2020,96,1.64
Ashley Webster,Male,Hazaribagh,"Wed, Sep 25, 2002",AB-,+880149923575,MNS,2015,123,1.93
Troy Bowman,Female,Jurain,"Wed, Jun 19, 2002",B-,+880163463119,Archi,2015,129,3.51
Reginald Ortega,Male,Cantonment area,"Sat, May 16, 1998",A-,+880137482362,Pharma,2017,136,2.34
Larry Jones,Female,Gulshan,"Sun, Feb 20, 2000",O+,+880159591180,ENH,2021,27,2.52
James Adams,Male,Dhanmondi,"Wed, Jun 19, 2002",O-,+880141884917,Pharma,2022,60,2.10
Joseph Avery,Male,Mohammadpur,"Sat, Apr 17, 1999",B-,+880183085394,BBS,2017,132,3.00
Barbara Cameron,Female,Abdullahpur,"Sat, Aug 31, 2002",AB-,+880149379052,Archi,2015,132,2.51
John Baker,Male,Khilgaon,"Fri, May 03, 2002",O+,+880146904085,ENH,2015,136,2.47
Luis Allen,Female,Nimtoli,"Wed, Apr 05, 2000",AB+,+880168238783,BBS,2022,45,2.48
Sarah Bennett,Male,Demra,"Wed, Mar 26, 2003",A-,+880140218190,Archi,2022,57,1.83
Breanna Chase,Male,Kamrangirchar,"Sat, Feb 16, 2002",O+,+880159479749,MNS,2017,136,3.62
Greg Griffith,Female,Bashundhara,"Tue, Jun 12, 2001",B-,+880147076883,ESS,2019,108,3.04
Brian Decker,Female,Sadarghat,"Sun, Mar 10, 2002",O+,+880178721399,Archi,2016,136,3.15
Joseph Wyatt,Female,Kamalapur,"Sun, Mar 09, 2003",B+,+880166069774,Pharma,2015,123,1.87
Stephanie Ortiz,Female,Mirpur,"Wed, Mar 12, 2003",A+,+880150784676,BBS,2021,51,3.86
Ronald Ross,Female,Shyampur,"Fri, Jul 02, 1999",AB-,+880147251045,ESS,2016,136,3.72
Mrs. Alexandra Wall,Male,Khilgaon,"Mon, Jun 14, 1999",A+,+880172121999,Archi,2020,75,2.14
Melissa Morrison,Female,Kafrul,"Wed, Jul 18, 2001",AB+,+880155589868,EEE,2018,96,2.84
Tonya Diaz,Male,Ramna,"Tue, Mar 19, 2002",B-,+880188010906,EEE,2020,72,3.94
Brittany Guerrero,Male,Dhanmondi,"Thu, Nov 08, 2001",AB+,+880144392462,CSE,2023,21,1.91
Timothy Dorsey,Male,Ramna,"Sat, Sep 08, 2001",A+,+880137396224,CSE,2019,90,1.92
Lisa Johnson,Female,Lalbagh,"Wed, Feb 06, 2002",B-,+880173918036,EEE,2019,93,3.43
Karen Morris,Female,Abdullahpur,"Tue, May 23, 2000",B-,+880175261105,ENH,2019,99,1.87
Frank Bell,Male,Banani,"Thu, Mar 18, 1999",A-,+880132319830,ENH,2021,54,3.48
Michelle Gonzales,Female,Mohakhali,"Wed, Mar 21, 2001",AB-,+880147526357,CSE,2015,136,2.32
John Marquez,Male,Khilgaon,"Thu, Dec 16, 1999",B+,+880166561007,Law,2022,24,3.92
Lisa Smith,Female,Sher-e-Bangla Nagar,"Sun, Apr 02, 2000",O-,+880161327270,Archi,2020,84,1.68
Jeff Ware,Female,Shyampur,"Fri, Jan 01, 1999",A+,+880180191617,MNS,2017,132,3.45
Alexandra Hurst,Female,Khilgaon,"Tue, Oct 27, 1998",O+,+880148744088,Pharma,2023,12,2.50
Timothy Stewart,Male,Vatara,"Mon, Feb 10, 2003",AB-,+880163967450,Law,2017,123,2.02
Jacob Lynch,Male,Vatara,"Tue, Dec 05, 2000",O-,+880188696105,ESS,2019,90,3.52
Damon Suarez,Female,Ramna,"Mon, Jul 13, 1998",B-,+880146855453,Pharma,2021,39,1.53
Ashley Jones,Female,Mirpur,"Fri, Jan 10, 2003",B+,+880164987078,Law,2021,39,3.43
Kevin Espinoza,Male,Agargaon,"Fri, Sep 21, 2001",A-,+880167298869,Pharma,2020,99,3.34
Shirley Stone,Male,Agargaon,"Mon, Jan 03, 2000",AB-,+880166938914,Pharma,2016,126,1.83
Paula Rogers,Female,Kamrangirchar,"Sat, Aug 18, 2001",O+,+880183974607,ENH,2022,27,2.59
George Hanson,Male,Agargaon,"Tue, Oct 10, 2000",A-,+880174071454,ESS,2018,99,3.92
Lisa Roy,Female,Kazipara,"Wed, Aug 25, 1999",A+,+880158224419,MNS,2022,30,2.00
Amber Gentry,Female,Shyampur,"Thu, Feb 18, 1999",AB-,+880182843284,ENH,2020,72,3.26
Vanessa Vance,Female,Kamrangirchar,"Fri, Nov 08, 2002",B-,+880162202150,Pharma,2021,48,2.89
Deanna Tucker,Male,Hazaribagh,"Mon, Aug 14, 2000",A-,+880136890572,ENH,2017,123,1.70
Louis Weber,Male,Kamalapur,"Wed, Jun 28, 2000",B+,+880148135844,ENH,2023,3,1.56
Edward Conway,Male,Mohakhali,"Sun, Nov 01, 1998",AB-,+880178865906,ESS,2023,21,3.79
Christina Flores,Male,Kamrangirchar,"Fri, Mar 26, 1999",O+,+880195508904,Law,2019,93,3.40
David Cook,Female,Kamrangirchar,"Fri, Jan 03, 2003",O-,+880193798579,ESS,2017,123,3.84
Matthew Levine,Male,Baridhara,"Wed, May 03, 2000",O+,+880163149756,ESS,2020,99,1.70
Richard Bowen,Male,Sadarghat,"Thu, Jun 21, 2001",A-,+880154582015,MNS,2019,90,2.11
